Player ID,Name,Member ID,Height,Year of Birth,Play R or L,Career,This Year,History
38CBD70E-A643-4170-9E6A-28863412DC7B,SHI Yu Qi,57945,184 cm,1996,Right handed,319 / 111 (430),43 / 7 (50),: W | : W | : L | : W | : L
36AA1BBF-4651-4B76-8A3A-6F66B15F95A3,Nathan TANG,64561,,1990,,67 / 87 (154),8 / 6 (14),: W | : L | : W | : W | : L
3DBD2B7B-3B99-4B39-BC3B-ABC525F5A530,PUI Pang Fong,98860,,2000,,35 / 83 (118),8 / 13 (21),: W | : L | : L | : L | : L
78555BAB-251E-4006-A58A-EF8A4529FDB9,Abhishek YELIGAR,95489,,1994,,94 / 97 (191),9 / 7 (16),: W | : W | : L | : L | : L
8D6BECF8-51A1-423B-8BB7-61BF9ED23D5F,Minoru KOGA,80062,,1996,,105 / 40 (145),10 / 1 (11),: W | : W | : W | : W | : W
C625E5F0-3EF8-4978-A3EC-D6C05B77E36B,Andi Fadel MUHAMMAD,67660,,1999,,90 / 26 (116),14 / 4 (18),: W | : W | : L | : L | : W
09ADE865-FFD8-4155-999F-6ED4603C83B0,Armando GAITAN,98728,,2002,,70 / 69 (139),11 / 5 (16),: W | : W | : W | : W | : L
26A30E28-AEF9-490C-967A-E2EB16AF3BB4,Siddharth Pratap SINGH,99595,,1998,,78 / 65 (143),13 / 5 (18),: W | : W | : W | : L | : L
ECD2CE1A-9817-41B1-8902-A02B820E3150,Valentin SINGER,96339,,1999,,111 / 90 (201),12 / 8 (20),: W | : W | : W | : L | : L
EE322189-D4F0-4B68-9E71-61935117225D,Mikolaj SZYMANOWSKI,65546,,2003,,150 / 133 (283),8 / 13 (21),: L | : L | : L | : L | : L
99786CD8-B609-4567-8EF6-70E75E70232E,Dumindu ABEYWICKRAMA,87857,,2003,,55 / 53 (108),9 / 13 (22),: W | : L | : W | : L | : L
A854613F-DD95-4821-A7C6-E0D3D2A87DF3,Job CASTILLO,93101,176 cm,1992,Right handed,333 / 265 (598),8 / 11 (19),: L | : L | : L | : W | : L
E16B0C19-C96F-436A-A93C-CE96DC18060D,Elias BRACKE,67251,,1998,,186 / 174 (360),17 / 10 (27),: W | : L | : W | : L | : L
BAE2CDFC-3FFB-4C89-BAEE-4704822093B8,Siddhanth GUPTA,89814,,2003,,43 / 44 (87),6 / 11 (17),: L | : L | : W | : L | : L
598DCB85-0197-47B6-B4B9-55D14B8574E4,Wolfgang GNEDT,61916,174 cm,1997,Right handed,219 / 168 (387),9 / 9 (18),: W | : W | : L | : W | : L
D0575934-4EC7-4D83-973F-7746E30F9802,Abhishek SAINI,98859,,1999,,31 / 22 (53),6 / 7 (13),: L | : W | : L | : L | : L
D1151CE2-B100-488F-89DC-7D0FAE07EC49,Joel KÖNIG,58631,,1995,,130 / 196 (326),0 / 12 (12),: L | : L | : L | : L | : L
14E61704-FF80-45C2-85C6-B78CF73FEF87,Brian HOLTSCHKE,57406,,2000,,171 / 127 (298),9 / 10 (19),: L | : W | : W | : L | : L
027374DF-E0F2-4048-A6F8-15A5F6463DB0,CHOI Ji Hoon,86607,,2001,,55 / 27 (82),0 / 0 (0),: W | : W | : W | : L | : L
5F8B23CD-4B69-4BB5-A7AB-F09B00B7C51E,Ming Hong LIM,86723,,2002,,52 / 35 (87),13 / 9 (22),: L | : L | : L | : W | : W
676DA628-5843-47D4-96C4-5F8C7819183A,Jason Christ ALEXANDER,87811,,2004,,72 / 37 (109),6 / 8 (14),: L | : L | : W | : W | : L
AD627ADC-20B1-4C4F-A1DD-9B224A46C25E,Milan DRATVA,68819,,1996,,202 / 259 (461),2 / 6 (8),: L | : L | : L | : L | : L
8EDEEC5B-8F05-4871-8CDC-B606B5235C30,Nadeem DALVI,87999,,2004,,94 / 83 (177),6 / 12 (18),: W | : L | : W | : W | : L
1E03C565-9480-460E-A59C-E36A32D4BDC3,Aryamann TANDON,73886,,1999,,85 / 59 (144),14 / 10 (24),: L | : L | : L | : W | : L
E6FFCECA-DED6-431F-B486-8052EE2A0D91,Keisuke FUJIWARA,93848,,1998,,32 / 13 (45),12 / 5 (17),: L | : W | : W | : W | : L
BE1E9ABB-A575-4661-AECE-E43F38917841,Jakob HOUE,74452,,2004,,131 / 46 (177),17 / 6 (23),: W | : W | : W | : W | : L
EDB94061-3980-4635-85ED-178C0A0F8845,Shashwat DALAL,60710,,2002,,26 / 33 (59),8 / 7 (15),: L | : L | : W | : L | : W
5EDEDF22-3412-482D-BBA1-1D2DE54F48C6,Pranay KATTA,71954,,2003,,28 / 20 (48),6 / 6 (12),: L | : W | : L | : W | : L
372313C2-30C7-4DD2-8FE0-0092F44A4A62,Riki TAKEI,99466,,2003,,80 / 36 (116),6 / 3 (9),: W | : L | : W | : W | : L
472A702E-3AFA-44FB-ADBD-74FF8E2D9D30,Gergo PYTEL,94426,191 cm,1999,Right handed,128 / 171 (299),2 / 7 (9),: W | : L | : W | : L | : L
58817A98-CFDB-4410-AC5F-0DB0091577F2,Caden KAKORA,86616,,2003,,99 / 69 (168),10 / 9 (19),: W | : W | : L | : W | : L
547CF118-7CF5-413B-86B1-DB3804A830E9,Adel HAMEK,98896,,1992,,164 / 163 (327),14 / 15 (29),: W | : L | : L | : L | : L
8D53C121-9C82-4922-9D76-C05618947328,William BØGEBJERG,71510,,2006,,87 / 21 (108),26 / 7 (33),: W | : W | : W | : L | : W
9E6347B2-B57C-4339-9586-157D94CC18D9,Rasindu HENDAHEWA,97018,,2002,,36 / 49 (85),11 / 9 (20),: W | : W | : L | : W | : L
69C27F2B-9E6B-4424-9A8F-9825BD20508F,Korakrit LAOTRAKUL,75565,,1998,,103 / 87 (190),8 / 12 (20),: L | : L | : L | : W | : L
F2C01A0D-D582-4381-9B0C-0E61ED08710A,CHEN Chi Ting,76994,,1999,,142 / 87 (229),9 / 7 (16),: W | : L | : W | : W | : L
26F45282-14CE-4A0B-A8C7-00187833D8B6,BHARGAV SOMASUNDARA,91347,,2001,,23 / 20 (43),7 / 8 (15),: W | : W | : L | : L | : L
9DCA5D87-1D5A-40F3-8237-AFA7297FF41B,Keita MAKINO,78400,,1996,,27 / 10 (37),0 / 3 (3),: W | : L | : L | : L | : L
